config,n_decision_points,n_positive_targets,roc_auc,youden_threshold_AUC_W,youden_threshold_mean_pUF,youden_sensitivity,youden_specificity,youden_ppv,youden_npv,paper_threshold_AUC_W,paper_sensitivity,paper_specificity,paper_ppv,paper_npv,paper_TP,paper_FN,paper_FP,paper_TN
"W=3, H=4",1012,159,0.7048154128602712,1.6107623935677098,0.5369207978559033,0.7044025157232704,0.6271981242672919,0.26046511627906976,0.9192439862542955,1.61,0.7044025157232704,0.6271981242672919,0.26046511627906976,0.9192439862542955,112,47,318,535
