,gene_ID,gene_name
34887,ENSG00000235185.1,RP5-1056L3.1
34891,ENSG00000158747.15,NBL1
35060,ENSG00000270136.6,MICOS10-NBL1
35120,ENSG00000226396.1,RP5-1056L3.3
35123,ENSG00000158748.4,HTR6
35135,ENSG00000162542.14,TMCO4
35248,ENSG00000178828.7,RNF186
35256,ENSG00000235434.1,RP11-91K11.2
35260,ENSG00000169914.6,OTUD3
35289,ENSG00000188784.4,PLA2G2E
35303,ENSG00000242688.3,RN7SL304P
35306,ENSG00000188257.12,PLA2G2A
35376,ENSG00000127472.11,PLA2G5
35450,ENSG00000117215.15,PLA2G2D
35475,ENSG00000158786.5,PLA2G2F
35494,ENSG00000227066.2,RP3-340N1.2
35507,ENSG00000187980.7,PLA2G2C
35552,ENSG00000162543.6,UBXN10
35562,ENSG00000228105.2,LINC01757
35570,ENSG00000284710.1,RP3-340N1.7
35578,ENSG00000158816.16,VWA5B1
35819,ENSG00000226664.1,RP4-745E8.2
35823,ENSG00000236963.7,LINC01141
35909,ENSG00000226487.1,RP4-749H3.2
35914,ENSG00000284641.1,RP4-749H3.4
35921,ENSG00000284743.1,RP4-749H3.3
35925,ENSG00000162545.6,CAMK2N1
35938,ENSG00000090432.7,MUL1
35952,ENSG00000215520.3,RPS4XP4
35955,ENSG00000183114.8,FAM43B
35963,ENSG00000158825.6,CDA
35981,ENSG00000158828.8,PINK1
36014,ENSG00000284005.1,MIR6084
36017,ENSG00000117242.7,PINK1-AS
36022,ENSG00000244038.11,DDOST
36094,ENSG00000117245.13,KIF17
36237,ENSG00000235432.1,RP5-930J4.5
36243,ENSG00000189410.12,SH2D5
36353,ENSG00000233069.1,RP5-930J4.2
36357,ENSG00000127483.19,HP1BP3
36557,ENSG00000075151.23,EIF4G3
37292,ENSG00000251914.1,RNU7-200P
37295,ENSG00000221808.1,MIR1256
37298,ENSG00000233072.1,RPS15AP6
37301,ENSG00000236073.2,RP11-487E1.2
37304,ENSG00000235112.1,HSPE1P27
37308,ENSG00000287192.1,RP3-329E20.3
37311,ENSG00000117298.16,ECE1
37630,ENSG00000236936.1,RP3-329E20.2
37635,ENSG00000231105.2,ECE1-AS1
37644,ENSG00000236216.5,PPP1R11P1
37647,ENSG00000228823.1,PDE4DIPP10
37651,ENSG00000236009.1,RP11-293F5.1
37660,ENSG00000227001.3,NBPF2P
37667,ENSG00000187952.9,HS6ST1P1
37670,ENSG00000186543.7,CROCCP5
37677,ENSG00000142794.19,NBPF3
37954,ENSG00000176378.8,PFN1P10
37957,ENSG00000162551.14,ALPL
38090,ENSG00000233431.1,LINC02596
38094,ENSG00000076864.20,RAP1GAP
38564,ENSG00000090686.16,USP48
38881,ENSG00000231978.2,RP11-132G19.3
38884,ENSG00000187942.12,LDLRAD2
38920,ENSG00000142798.20,HSPG2
39238,ENSG00000232037.3,RP11-26H16.1
39241,ENSG00000283234.1,RP11-26H16.4
39247,ENSG00000219073.8,CELA3B
39293,ENSG00000285959.1,RP1-224A6.11
39309,ENSG00000273610.1,RN7SL386P
39312,ENSG00000201919.1,RNU6-1022P
39315,ENSG00000142789.20,CELA3A
39353,ENSG00000278124.1,RN7SL186P
39356,ENSG00000201273.1,RNU6-776P
39359,ENSG00000228397.3,LINC01635
39380,ENSG00000218510.9,LINC00339
39425,ENSG00000070831.17,CDC42
39609,ENSG00000285752.1,CDC42-AS1
39614,ENSG00000285794.1,RP1-224A6.10
39617,ENSG00000230068.2,CDC42-IT1
39621,ENSG00000271428.1,MPHOSPH6P1
39624,ENSG00000162552.15,WNT4
39656,ENSG00000285873.1,RP1-163O16.1
39663,ENSG00000266564.1,MIR4418
39666,ENSG00000234397.3,PPIAP34
39669,ENSG00000279625.1,RP11-415K20.2
39672,ENSG00000184677.18,ZBTB40
39832,ENSG00000237200.1,ZBTB40-IT1
39836,ENSG00000070886.12,EPHA8
39891,ENSG00000276835.2,MIR6127
39894,ENSG00000173372.17,C1QA
39924,ENSG00000159189.12,C1QC
39958,ENSG00000173369.17,C1QB
39990,ENSG00000133216.17,EPHB2
40169,ENSG00000265422.1,MIR4684
40172,ENSG00000225952.1,RP11-69E9.1
40176,ENSG00000264014.1,MIR4253
40179,ENSG00000215906.8,LACTBL1
40210,ENSG00000227868.6,TEX46
40238,ENSG00000004487.17,KDM1A
40391,ENSG00000240553.1,RP1-184J9.2
40395,ENSG00000263793.1,MIR3115
40398,ENSG00000266802.1,ENSG00000266802
40401,ENSG00000169641.13,LUZP1
40463,ENSG00000229010.1,RP5-979D14.1
40466,ENSG00000206935.1,RNU6-514P
40469,ENSG00000252578.1,RNU6-135P
40472,ENSG00000179546.5,HTR1D
40482,ENSG00000215381.3,RP5-1057J7.1
40485,ENSG00000261326.4,LINC01355
40504,ENSG00000284726.1,RP5-1057J7.8
40508,ENSG00000125944.21,HNRNPR
40746,ENSG00000125945.15,ZNF436
40771,ENSG00000249087.7,ZNF436-AS1
40794,ENSG00000201405.1,Y_RNA
40797,ENSG00000271420.1,RP5-1057J7.7
40800,ENSG00000204219.11,TCEA3
40893,ENSG00000232482.2,RP4-654C18.1
40898,ENSG00000088280.19,ASAP3
41197,ENSG00000007968.7,E2F2
41220,ENSG00000235052.1,RP1-150O5.3
41224,ENSG00000117318.9,ID3
41242,ENSG00000285802.1,RP1-150O5.4
41248,ENSG00000197880.9,MDS2
41265,ENSG00000229239.2,RP11-223J15.2
41274,ENSG00000142676.14,RPL11
41352,ENSG00000236810.6,ELOA-AS1
41375,ENSG00000011007.12,ELOA
41462,ENSG00000057757.10,PITHD1
41502,ENSG00000011009.11,LYPLA2
41668,ENSG00000117308.15,GALE
41866,ENSG00000117305.15,HMGCL
41959,ENSG00000179163.12,FUCA1
41981,ENSG00000188822.8,CNR2
41991,ENSG00000229106.1,BTBD6P1
41994,ENSG00000232557.3,RP11-4M23.3
41998,ENSG00000264926.1,MIR378F
42001,ENSG00000230228.2,H3P1
42004,ENSG00000189266.13,PNRC2
42057,ENSG00000188529.15,SRSF10
42236,ENSG00000215905.4,RP11-4M23.7
42240,ENSG00000225315.2,RP11-293P20.2
42246,ENSG00000142661.19,MYOM3
42369,ENSG00000230703.1,MYOM3-AS1
42374,ENSG00000142677.4,IL22RA1
42394,ENSG00000185436.12,IFNLR1
42478,ENSG00000230023.2,LINC02800
42483,ENSG00000232298.2,GRHL3-AS1
42490,ENSG00000158055.16,GRHL3
42697,ENSG00000001460.18,STPG1
42821,ENSG00000001461.17,NIPAL3
42952,ENSG00000286061.1,RCAN3AS
42973,ENSG00000117602.13,RCAN3
43097,ENSG00000264443.1,NCMAP-DT
43102,ENSG00000184454.7,NCMAP
43121,ENSG00000227312.2,RP11-496D1.2
43124,ENSG00000239106.1,Y_RNA
43127,ENSG00000133226.17,SRRM1
43415,ENSG00000284699.1,RP11-373M8.2
43421,ENSG00000169504.15,CLIC4
43468,ENSG00000238482.1,RNU6-1208P
43471,ENSG00000020633.19,RUNX3
43533,ENSG00000278034.1,MIR6731
43536,ENSG00000229162.1,RUNX3-AS1
43541,ENSG00000261025.1,RP11-84D1.2
43544,ENSG00000264371.1,MIR4425
43547,ENSG00000285823.1,LINC02793
43555,ENSG00000233755.1,RP4-799D16.1
43563,ENSG00000233419.3,IFITM3P7
43566,ENSG00000231953.2,RP4-706G24.1
43570,ENSG00000117614.10,SYF2
43613,ENSG00000284602.1,RP3-465N24.7
43616,ENSG00000284657.1,RP3-465N24.8
43619,ENSG00000117616.18,RSRP1
43777,ENSG00000272432.1,RP3-465N24.6
43780,ENSG00000261349.1,RP3-465N24.5
43784,ENSG00000187010.21,RHD
44003,ENSG00000224183.1,SDHDP6
44006,ENSG00000259984.1,RP11-335G20.7
44010,ENSG00000183726.11,TMEM50A
44060,ENSG00000188672.19,RHCE
44236,ENSG00000238084.4,RP3-469D22.1
44239,ENSG00000204178.11,MACO1
44321,ENSG00000157978.12,LDLRAP1
44373,ENSG00000225643.1,RP11-70P17.1
44377,ENSG00000117643.15,MAN1C1
44518,ENSG00000233478.1,RP1-187B23.1
44522,ENSG00000162430.18,SELENON
44646,ENSG00000255054.3,RP1-317E23.6
44662,ENSG00000228172.5,RP1-317E23.3
44675,ENSG00000117640.18,MTFR1L
45006,ENSG00000272478.1,RP1-317E23.7
45009,ENSG00000127423.11,AUNIP
45037,ENSG00000236528.1,RP1-125I3.2
45041,ENSG00000182749.6,PAQR7
45062,ENSG00000207302.1,Y_RNA
45065,ENSG00000117632.23,STMN1
45163,ENSG00000229786.1,SNRPFP2
45166,ENSG00000223624.1,RP1-125I3.4
45169,ENSG00000283938.1,MIR3917
45172,ENSG00000158006.14,PAFAH2
45273,ENSG00000207237.1,RNU6-110P
45276,ENSG00000252190.1,ENSG10010139548.1
45279,ENSG00000252691.1,ENSG10010134544.1
45282,ENSG00000158008.10,EXTL1
45326,ENSG00000158014.15,SLC30A2
45371,ENSG00000284309.1,RP11-96L14.9
45375,ENSG00000158022.7,TRIM63
45403,ENSG00000175087.10,PDIK1L
45448,ENSG00000197245.6,FAM110D
45458,ENSG00000282872.2,C1orf232
45483,ENSG00000236782.7,ZNF593OS
45536,ENSG00000142684.9,ZNF593
45557,ENSG00000142675.18,CNKSR1
45868,ENSG00000188782.9,CATSPER4
45939,ENSG00000236155.6,ZPLD2P
45963,ENSG00000278572.1,RP11-231P20.6
45968,ENSG00000130695.16,CEP85
46107,ENSG00000270733.1,RP11-231P20.5
46110,ENSG00000142669.15,SH3BGRL3
46131,ENSG00000158062.20,UBXN11
46495,ENSG00000169442.9,CD52
46512,ENSG00000176092.17,CRYBG2
46678,ENSG00000225854.2,RP11-569G9.7
46681,ENSG00000176083.18,ZNF683
46803,ENSG00000131914.11,LIN28A
46832,ENSG00000117682.17,DHDDS
47144,ENSG00000223583.1,RP3-476K8.4
47147,ENSG00000225891.2,DHDDS-AS1
47157,ENSG00000198830.11,HMGN2
47239,ENSG00000224129.1,DPPA2P2
47242,ENSG00000117676.14,RPS6KA1
47671,ENSG00000238705.1,MIR1976
47674,ENSG00000243905.3,RN7SL679P
47677,ENSG00000252802.1,Y_RNA
47680,ENSG00000252429.2,RNU7-29P
47683,ENSG00000229247.2,RP11-492M19.3
47686,ENSG00000238316.1,ENSG10010138693.1
47689,ENSG00000235069.2,RP4-785J1.1
47692,ENSG00000260063.1,RP5-968P14.2
47695,ENSG00000117713.20,ARID1A
48033,ENSG00000060642.11,PIGV
48156,ENSG00000241188.3,RN7SL165P
48159,ENSG00000287810.1,RP1-50O24.8
48162,ENSG00000204160.12,ZDHHC18
48240,ENSG00000175793.12,SFN
48248,ENSG00000142751.15,GPN2
48299,ENSG00000226698.1,RP1-50O24.6
48303,ENSG00000198746.13,GPATCH3
48341,ENSG00000090273.14,NUDC
48398,ENSG00000131910.5,NR0B2
48408,ENSG00000175707.9,KDF1
48437,ENSG00000172746.6,RPL12P13
48441,ENSG00000224064.1,RPL32P6
48444,ENSG00000225294.1,OSTCP2
48447,ENSG00000253368.4,TRNP1
48464,ENSG00000158246.8,TENT5B
48474,ENSG00000090020.11,SLC9A1
48548,ENSG00000229985.2,RP11-40H20.5
48551,ENSG00000214973.3,CHCHD3P3
48554,ENSG00000225159.1,NPM1P39
48557,ENSG00000225990.2,SNRPEP7
48560,ENSG00000224311.1,RP11-40H20.4
48565,ENSG00000142784.16,WDTC1
48697,ENSG00000252098.1,Y_RNA
48700,ENSG00000243659.1,RP11-4K3__A.3
48704,ENSG00000186501.15,TMEM222
48867,ENSG00000206888.1,RNU6-48P
48870,ENSG00000241547.1,ACTG1P20
48873,ENSG00000142765.18,SYTL1
49063,ENSG00000142733.17,MAP3K6
49265,ENSG00000142748.13,FCN3
49313,ENSG00000174950.11,CD164L2
49350,ENSG00000231207.1,RP1-144C9.2
49354,ENSG00000181773.7,GPR3
49364,ENSG00000158195.11,WASF2
49409,ENSG00000241169.1,RP4-752I6.1
49413,ENSG00000237429.1,RP1-159A19.4
49417,ENSG00000126705.15,AHDC1
49594,ENSG00000000938.13,FGR
49744,ENSG00000235912.1,RP1-159A19.3
49747,ENSG00000233975.2,LINC02574
49755,ENSG00000126709.16,IFI6
49816,ENSG00000225886.3,RP11-288L9.4
49843,ENSG00000206767.1,RNU6-949P
49846,ENSG00000226662.2,CHMP1AP1
49849,ENSG00000207095.1,RNU6-424P
49852,ENSG00000287244.1,RP3-426I6.8
49855,ENSG00000009780.16,FAM76A
49999,ENSG00000231344.1,RP3-426I6.2
50002,ENSG00000230833.1,RPEP3
50005,ENSG00000117758.14,STX12
50058,ENSG00000269971.1,RP3-426I6.5
50061,ENSG00000270031.1,RP3-426I6.6
50064,ENSG00000223062.1,RNU6-1245P
50067,ENSG00000286433.1,RP3-426I6.7
50071,ENSG00000117751.18,PPP1R8
50147,ENSG00000252947.1,SCARNA1
50150,ENSG00000130775.16,THEMIS2
50259,ENSG00000117748.10,RPA2
50355,ENSG00000130768.15,SMPDL3B
50459,ENSG00000227050.1,RP11-460I13.2
50466,ENSG00000158156.9,XKR8
50567,ENSG00000158161.16,EYA3
50790,ENSG00000238231.2,RP11-460I13.6
50793,ENSG00000240750.3,RN7SL559P
50796,ENSG00000228589.3,SPCS2P4
50799,ENSG00000228943.1,RP5-1053E7.2
50803,ENSG00000214812.3,RP5-1053E7.3
50807,ENSG00000253005.1,RNU6-176P
50810,ENSG00000169403.12,PTAFR
50840,ENSG00000126698.11,DNAJC8
50902,ENSG00000130770.18,ATP5IF1
50945,ENSG00000270605.1,RP5-1092A3.4
50948,ENSG00000271398.1,RP5-1092A3.5
50951,ENSG00000130766.5,SESN2
50977,ENSG00000130772.14,MED18
51013,ENSG00000204138.13,PHACTR4
51198,ENSG00000206779.1,Y_RNA
51201,ENSG00000229820.2,RP1-308E4.1
51204,ENSG00000221216.1,RNU6ATAC27P
51207,ENSG00000180198.17,RCC1
51513,ENSG00000242125.3,SNHG3
51524,ENSG00000274266.1,SNORA73A
51527,ENSG00000200087.1,SNORA73B
51530,ENSG00000231468.2,PRDX3P2
51534,ENSG00000279443.1,RP4-669K10.8
51537,ENSG00000180098.9,TRNAU1AP
51619,ENSG00000197989.14,SNHG12
51712,ENSG00000221539.1,SNORD99
51715,ENSG00000278274.1,SNORA61
51718,ENSG00000273544.1,SNORA44
51721,ENSG00000280498.1,SNORA16A
51724,ENSG00000274582.1,SNORA16A
51727,ENSG00000120656.13,TAF12
51787,ENSG00000188060.8,RAB42
51806,ENSG00000229388.1,LINC01715
51813,ENSG00000270103.3,RNU11
51816,ENSG00000274978.1,RNU11
51819,ENSG00000162419.13,GMEB1
51905,ENSG00000252777.1,ENSG10010139645.1
51908,ENSG00000198492.16,YTHDF2
51995,ENSG00000116329.11,OPRD1
52020,ENSG00000233427.1,RP1-212P9.3
52025,ENSG00000199756.1,Y_RNA
52028,ENSG00000159023.22,EPB41
53129,ENSG00000225616.2,RP4-604A21.1
53132,ENSG00000206704.1,Y_RNA
53135,ENSG00000277958.1,Metazoa_SRP
53138,ENSG00000253304.2,TMEM200B
53157,ENSG00000225750.1,RP11-242O24.3
53162,ENSG00000116350.17,SRSF4
53241,ENSG00000277916.1,ENSG10010136122.1
53244,ENSG00000116353.16,MECR
53412,ENSG00000237934.1,RP11-467D18.2
53417,ENSG00000060656.20,PTPRU
53727,ENSG00000230523.1,LINC01756
53732,ENSG00000225011.4,RP11-810H18.1
53736,ENSG00000228176.1,RP4-656G21.1
53740,ENSG00000284676.1,RP11-179G8.2
53747,ENSG00000270927.1,RP11-179G8.1
53750,ENSG00000233399.2,LINC01648
53759,ENSG00000233372.1,RP5-893G23.1
53763,ENSG00000231251.1,RP3-357I16.1
53766,ENSG00000236335.1,RP4-591L5.1
53771,ENSG00000231949.1,RP4-591L5.2
53776,ENSG00000162510.6,MATN1
53806,ENSG00000186056.10,MATN1-AS1
53829,ENSG00000287510.1,RP5-1166H10.4
53833,ENSG00000162511.8,LAPTM5
53867,ENSG00000264773.1,MIR4420
53870,ENSG00000229607.1,RP5-1125N11.1
53874,ENSG00000223382.5,LINC01778
53947,ENSG00000222784.1,RN7SKP91
53950,ENSG00000235143.1,RP1-65J11.5
53954,ENSG00000162512.16,SDC3
53990,ENSG00000266210.2,RN7SL371P
53993,ENSG00000134644.16,PUM1
54555,ENSG00000237329.2,RP11-201O14.1
54558,ENSG00000232768.1,RP11-201O14.2
54561,ENSG00000215900.4,SELENOWP1
54565,ENSG00000225142.2,RP11-490K7.1
54568,ENSG00000084628.10,NKAIN1
54620,ENSG00000060688.13,SNRNP40
54679,ENSG00000229447.2,RP11-490K7.4
54682,ENSG00000121766.16,ZCCHC17
54852,ENSG00000229044.1,RP11-266K22.2
54857,ENSG00000121769.8,FABP3
54905,ENSG00000168528.12,SERINC2
55026,ENSG00000215899.3,RP11-439L8.2
55029,ENSG00000206981.1,RNU6-40P
55032,ENSG00000260386.6,LDC1P
55061,ENSG00000265961.1,Y_RNA
55064,ENSG00000284543.1,LINC01226
55103,ENSG00000229167.2,RP11-73M7.1
55112,ENSG00000142910.16,TINAGL1
55248,ENSG00000121764.11,HCRTR1
55324,ENSG00000162517.13,PEF1
55372,ENSG00000235790.7,PEF1-AS1
55502,ENSG00000264078.1,RP11-73M7.9
55506,ENSG00000084636.18,COL16A1
55959,ENSG00000121753.13,ADGRB2
56508,ENSG00000266580.1,MIR4254
56511,ENSG00000254545.1,RP11-84A19.3
56515,ENSG00000134668.12,SPOCD1
56727,ENSG00000203620.2,RP11-84A19.2
56731,ENSG00000269967.1,RP11-84A19.4
56735,ENSG00000184007.22,PTP4A2
56917,ENSG00000288678.1,RP4-534N18.5
56924,ENSG00000228634.1,RP4-534N18.2
56928,ENSG00000284702.1,RP4-534N18.4
56932,ENSG00000121774.18,KHDRBS1
56998,ENSG00000203325.3,RP11-277A4.4
57003,ENSG00000121775.18,TMEM39B
57112,ENSG00000266203.1,MIR5585
57115,ENSG00000276493.1,Metazoa_SRP
57118,ENSG00000025800.14,KPNA6
57214,ENSG00000250135.1,RP4-622L5.2
57218,ENSG00000084652.16,TXLNA
57271,ENSG00000160050.16,CCDC28B
57357,ENSG00000224066.1,RP4-622L5.7
57366,ENSG00000160051.12,IQCC
57402,ENSG00000222046.3,DCDC2B
57434,ENSG00000160055.20,TMEM234
57602,ENSG00000084623.12,EIF3I
58577,ENSG00000220785.7,MTMR9LP
58611,ENSG00000183615.6,FAM167B
58621,ENSG00000182866.17,LCK
58853,ENSG00000277617.1,Metazoa_SRP
58856,ENSG00000252450.1,Y_RNA
58859,ENSG00000116478.12,HDAC1
58959,ENSG00000175130.7,MARCKSL1
58969,ENSG00000233775.1,RP4-811H24.9
58973,ENSG00000162526.7,TSSK3
58997,ENSG00000225828.1,FAM229A
59023,ENSG00000160058.19,BSDC1
59282,ENSG00000224333.1,GAPDHP20
59285,ENSG00000270850.1,RP11-395N6.4
59288,ENSG00000229259.1,LRRC37A12P
59294,ENSG00000263529.2,RN7SL122P
59297,ENSG00000254553.1,RP1-27O5.3
59323,ENSG00000273274.2,ZBTB8B
59337,ENSG00000160062.15,ZBTB8A
59368,ENSG00000176261.16,ZBTB8OS
59564,ENSG00000200591.1,Y_RNA
59567,ENSG00000162521.19,RBBP4
59866,ENSG00000162520.15,SYNC
59909,ENSG00000224409.1,RP11-114B7.6
59913,ENSG00000162522.11,KIAA1522
59991,ENSG00000134684.12,YARS1
60210,ENSG00000116497.18,S100PBP
60339,ENSG00000160097.20,FNDC5
60401,ENSG00000121905.10,HPCA
60430,ENSG00000121900.19,TMEM54
60485,ENSG00000287691.1,RP5-1174N9.3
60490,ENSG00000116514.17,RNF19B
60558,ENSG00000278966.2,RP5-1174N9.2
60563,ENSG00000217644.5,RP4-803A2.1
60566,ENSG00000239670.1,RP4-803A2.2
60570,ENSG00000236065.2,RP1-117O3.2
60574,ENSG00000004455.17,AK2
60787,ENSG00000276645.1,Metazoa_SRP
60790,ENSG00000142920.17,AZIN2
61015,ENSG00000278997.1,RP11-131M11.2
61018,ENSG00000116525.14,TRIM62
61057,ENSG00000279179.1,RP11-131M11.3
61060,ENSG00000284721.1,RP11-131M11.4
61067,ENSG00000160094.15,ZNF362
61129,ENSG00000270115.1,RP11-415J8.7
61132,ENSG00000184389.9,A3GALT2
61147,ENSG00000225313.5,RP11-415J8.3
61185,ENSG00000134686.19,PHC2
61372,ENSG00000284154.1,MIR3605
61375,ENSG00000222112.1,RN7SKP16
61378,ENSG00000233246.1,PHC2-AS1
61383,ENSG00000234512.1,TLR12P
61386,ENSG00000121903.15,ZSCAN20
61447,ENSG00000235907.2,RP4-580O19.2
61450,ENSG00000121904.18,CSMD2
62152,ENSG00000227000.2,HSPD1P14
62155,ENSG00000176256.11,HMGB4
62192,ENSG00000231163.6,CSMD2-AS1
62319,ENSG00000201148.1,RNA5SP42
62322,ENSG00000142698.15,C1orf94
62361,ENSG00000270241.1,RP4-657M3.2
62364,ENSG00000287703.1,RP4-651I17.1
62368,ENSG00000207941.1,MIR552
62371,ENSG00000163866.9,SMIM12
62434,ENSG00000189280.3,GJB5
62444,ENSG00000189433.7,GJB4
62454,ENSG00000255811.1,RP1-34M23.5
62458,ENSG00000188910.8,GJB3
62477,ENSG00000187513.9,GJA4
62494,ENSG00000230163.1,RP5-997D16.2
62498,ENSG00000116544.12,DLGAP3
62556,ENSG00000284773.1,RP11-244H3.5
62566,ENSG00000241014.2,GPR199P
62573,ENSG00000271741.1,RP11-244H3.4
62613,ENSG00000243749.1,TMEM35B
62625,ENSG00000163867.17,ZMYM6
62738,ENSG00000197056.11,ZMYM1
62917,ENSG00000233940.1,RPL12P45
62921,ENSG00000228348.1,EFCAB14P1
62924,ENSG00000284640.1,RP11-181E22.4
62929,ENSG00000116560.11,SFPQ
63020,ENSG00000201868.1,Y_RNA
63023,ENSG00000146463.12,ZMYM4
63165,ENSG00000240374.3,RN7SL503P
63168,ENSG00000201542.1,SNORA62
63171,ENSG00000229994.1,RPL5P4
63174,ENSG00000227409.1,ZMYM4-AS1
63178,ENSG00000278702.1,Metazoa_SRP
63181,ENSG00000142687.18,KIAA0319L
63473,ENSG00000236274.1,RP4-728D4.3
63479,ENSG00000020129.16,NCDN
63564,ENSG00000239636.1,TFAP2E-AS1
63572,ENSG00000116819.9,TFAP2E
63612,ENSG00000126067.12,PSMB2
63651,ENSG00000142686.8,C1orf216
63668,ENSG00000092853.14,CLSPN
63896,ENSG00000232335.1,RP11-435D7.3
63900,ENSG00000134698.11,AGO4
63949,ENSG00000092847.13,AGO1
64159,ENSG00000271164.1,CFAP97P1
64162,ENSG00000286899.1,RP4-789D17.6
64166,ENSG00000271914.1,RP4-789D17.5
64169,ENSG00000126070.20,AGO3
64342,ENSG00000271554.1,RP4-665N4.8
64350,ENSG00000232862.5,RP4-665N4.4
64357,ENSG00000092850.12,TEKT2
64417,ENSG00000116863.11,ADPRS
64435,ENSG00000171812.13,COL8A2
64467,ENSG00000054116.12,TRAPPC3
64583,ENSG00000116871.16,MAP7D1
64809,ENSG00000264592.2,RN7SL131P
64812,ENSG00000054118.15,THRAP3
64912,ENSG00000231849.1,UBE2V2P4
64915,ENSG00000214193.11,SH3D21
65056,ENSG00000142694.7,EVA1B
65079,ENSG00000286379.1,RP11-268J15.6
65083,ENSG00000196182.11,STK40
65213,ENSG00000181817.6,LSM10
65231,ENSG00000222821.1,RNU4-27P
65234,ENSG00000116885.18,OSCP1
65391,ENSG00000201448.1,SNORA63C
65394,ENSG00000116898.12,MRPS15
65428,ENSG00000119535.18,CSF3R
65699,ENSG00000230214.1,FTLP18
65702,ENSG00000284705.1,RP11-251B9.1
65706,ENSG00000284720.1,RP4-614N24.3
65710,ENSG00000234481.2,RP4-614N24.1
65718,ENSG00000163873.10,GRIK3
65799,ENSG00000284650.1,RP3-406M12.1
65803,ENSG00000223944.2,RP5-1180C18.1
65819,ENSG00000264698.1,MIR4255
65822,ENSG00000207328.1,RNU6-636P
65825,ENSG00000252368.1,RNA5SP43
65828,ENSG00000230451.2,RPS29P6
65831,ENSG00000233621.2,LINC01137
65839,ENSG00000163874.11,ZC3H12A
65882,ENSG00000283724.1,MIR6732
65885,ENSG00000163875.16,MEAF6
66013,ENSG00000263675.1,MIR5581
66016,ENSG00000163877.11,SNIP1
66051,ENSG00000232273.1,FTH1P1
66054,ENSG00000237749.4,RP3-423B22.5
66057,ENSG00000163879.11,DNALI1
66107,ENSG00000134697.13,GNL2
66182,ENSG00000284748.1,RP11-566C13.2
66186,ENSG00000169218.14,RSPO1
66263,ENSG00000116922.15,C1orf109
66391,ENSG00000134690.11,CDCA8
66444,ENSG00000183317.17,EPHA10
66692,ENSG00000200421.1,Y_RNA
66695,ENSG00000214141.4,ACTN4P2
66699,ENSG00000227416.2,RP11-109P14.2
66702,ENSG00000185090.15,MANEAL
66760,ENSG00000233728.1,RP11-109P14.9
66764,ENSG00000196449.4,YRDC
66780,ENSG00000197982.14,C1orf122
66815,ENSG00000188786.10,MTF1
66846,ENSG00000235673.1,RP11-109P14.8
66849,ENSG00000230955.1,RP11-109P14.10
66853,ENSG00000204084.13,INPP5B
67139,ENSG00000252448.1,SNORA63
67142,ENSG00000222282.1,RNU6-584P
67145,ENSG00000277168.1,Metazoa_SRP
67148,ENSG00000183431.12,SF3A3
67234,ENSG00000212541.1,RNU6-510P
67237,ENSG00000183386.10,FHL3
67276,ENSG00000183520.12,UTP11
67315,ENSG00000185668.8,POU3F1
67323,ENSG00000224592.5,MIR3659HG
67335,ENSG00000223589.2,RP5-884C9.3
67338,ENSG00000265596.1,MIR3659
67341,ENSG00000284623.1,LINC02786
67348,ENSG00000286552.1,RP11-214L19.3
67353,ENSG00000287987.1,RP11-214L19.2
67357,ENSG00000237290.2,LINC01343
67368,ENSG00000275350.1,RP11-329N22.2
67371,ENSG00000200796.1,RNU6-753P
67374,ENSG00000238063.3,LINC01685
67436,ENSG00000215895.4,HSPA5P1
67439,ENSG00000284632.1,RP11-334L9.2
67452,ENSG00000116954.8,RRAGC
67484,ENSG00000273637.1,RP5-864K19.7
67498,ENSG00000228436.3,RP5-864K19.4
67517,ENSG00000214114.9,MYCBP
67556,ENSG00000274944.4,RP5-864K19.6
67602,ENSG00000131233.10,GJA9
67619,ENSG00000158315.11,RHBDL2
67673,ENSG00000199963.1,RNU6-605P
67676,ENSG00000207466.1,Y_RNA
67679,ENSG00000235549.1,EIF1P2
67683,ENSG00000174574.16,AKIRIN1
67736,ENSG00000168653.11,NDUFS5
67759,ENSG00000127603.31,MACF1
69629,ENSG00000206654.1,RNU6-608P
69632,ENSG00000222378.1,RNA5SP44
69635,ENSG00000287422.1,RP11-416A14.2
69639,ENSG00000226438.1,RP11-420K8.1
69644,ENSG00000217897.2,HSPE1P8
69648,ENSG00000183682.8,BMP8A
69668,ENSG00000237624.1,OXCT2P1
69671,ENSG00000243970.3,PPIEL
69810,ENSG00000090621.15,PABPC4
70434,ENSG00000228060.3,PABPC4-AS1
70445,ENSG00000201457.1,SNORA55
70448,ENSG00000163909.8,HEYL
70464,ENSG00000225903.1,RP1-144F13.3
70468,ENSG00000116981.4,NT5C1A
70486,ENSG00000116983.13,HPCAL4
70526,ENSG00000084072.17,PPIE
70780,ENSG00000225333.6,RP1-144F13.4
70783,ENSG00000252413.1,RNU7-121P
70786,ENSG00000116985.12,BMP8B
70806,ENSG00000198754.5,OXCT2
70814,ENSG00000285905.1,BMP8B-AS1
70818,ENSG00000261798.1,RP1-118J21.25
70821,ENSG00000229213.1,RP1-118J21.24
70824,ENSG00000284719.1,RP1-118J21.27
70833,ENSG00000284678.1,LINC02811
70839,ENSG00000043514.17,TRIT1
71118,ENSG00000202222.1,Y_RNA
71121,ENSG00000116990.11,MYCL
71158,ENSG00000236546.1,MYCL-AS1
71162,ENSG00000207356.1,Y_RNA
