steps_0_1,steps_2_3,steps_4_5,steps_6_7,steps_8_9,steps_10_11,steps_12_13,steps_14_15,steps_16_17,steps_18_19,steps_20_21,steps_22_23,steps_24_25,steps_26_27,steps_28_29,steps_30_31,steps_32_33,steps_34_35,steps_36_37,steps_38_39,steps_40_41,steps_42_43,steps_44_45,steps_46_47
72.85714285714285,71.14285714285714,70.57142857142857,70.0,71.14285714285714,70.57142857142857,71.14285714285714,73.42857142857143,73.14285714285714,74.85714285714286,74.85714285714286,76.28571428571429,75.71428571428571,75.71428571428571,75.42857142857143,74.85714285714286,73.71428571428571,74.0,74.85714285714286,75.42857142857143,73.14285714285714,73.14285714285714,73.14285714285714,71.14285714285714
72.0,70.0,70.0,70.57142857142857,69.71428571428572,70.57142857142857,71.14285714285714,72.0,73.14285714285714,73.42857142857143,73.71428571428571,74.57142857142857,73.42857142857143,73.14285714285714,73.14285714285714,74.0,73.42857142857143,72.57142857142857,72.85714285714285,73.71428571428571,73.71428571428571,73.71428571428571,71.71428571428572,67.71428571428572
72.28571428571429,70.28571428571428,69.71428571428572,69.71428571428572,69.71428571428572,70.0,69.71428571428572,70.57142857142857,72.28571428571429,72.28571428571429,72.85714285714285,74.0,74.28571428571429,73.14285714285714,73.42857142857143,74.0,72.57142857142857,72.57142857142857,72.0,72.0,70.57142857142857,70.57142857142857,71.42857142857143,68.85714285714286
71.14285714285714,70.57142857142857,70.57142857142857,69.42857142857143,68.57142857142857,69.14285714285714,68.28571428571428,69.14285714285714,71.14285714285714,72.57142857142857,72.57142857142857,73.14285714285714,73.42857142857143,73.42857142857143,74.28571428571429,73.71428571428571,72.0,70.85714285714285,72.57142857142857,71.42857142857143,70.85714285714285,71.14285714285714,70.57142857142857,68.57142857142857
70.28571428571428,68.85714285714286,68.57142857142857,68.0,68.28571428571428,68.0,68.57142857142857,68.85714285714286,70.57142857142857,71.71428571428572,72.0,72.28571428571429,72.28571428571429,72.85714285714285,74.0,72.57142857142857,72.0,72.28571428571429,72.57142857142857,72.28571428571429,72.85714285714285,70.57142857142857,70.0,68.28571428571428
70.57142857142857,70.85714285714285,70.0,69.71428571428572,70.0,69.71428571428572,69.71428571428572,69.71428571428572,70.28571428571428,69.71428571428572,71.14285714285714,71.14285714285714,72.57142857142857,71.42857142857143,71.71428571428572,71.42857142857143,71.42857142857143,70.28571428571428,70.57142857142857,70.28571428571428,72.28571428571429,71.42857142857143,70.28571428571428,69.14285714285714
70.85714285714285,70.85714285714285,70.28571428571428,70.28571428571428,70.57142857142857,70.28571428571428,70.85714285714285,71.14285714285714,72.0,73.14285714285714,74.0,73.42857142857143,74.0,74.28571428571429,73.42857142857143,74.28571428571429,74.57142857142857,74.0,73.14285714285714,73.71428571428571,74.0,74.0,72.85714285714285,71.14285714285714
71.71428571428572,69.42857142857143,69.14285714285714,69.71428571428572,69.42857142857143,70.57142857142857,69.71428571428572,70.85714285714285,72.28571428571429,72.28571428571429,72.85714285714285,73.71428571428571,73.71428571428571,73.71428571428571,73.14285714285714,72.57142857142857,72.28571428571429,72.57142857142857,72.0,72.28571428571429,71.71428571428572,71.42857142857143,71.71428571428572,68.28571428571428
70.0,69.42857142857143,69.14285714285714,68.85714285714286,69.42857142857143,69.42857142857143,69.42857142857143,70.28571428571428,70.57142857142857,71.42857142857143,72.0,72.0,73.14285714285714,72.85714285714285,72.28571428571429,72.0,71.14285714285714,69.14285714285714,70.57142857142857,70.57142857142857,69.71428571428572,70.57142857142857,71.14285714285714,67.71428571428572
69.14285714285714,68.28571428571428,68.0,68.57142857142857,69.14285714285714,67.42857142857143,66.85714285714286,68.0,69.42857142857143,69.71428571428572,71.14285714285714,72.0,71.42857142857143,71.14285714285714,69.71428571428572,68.85714285714286,69.14285714285714,68.0,68.85714285714286,69.14285714285714,69.14285714285714,68.85714285714286,67.42857142857143,67.42857142857143
68.85714285714286,68.28571428571428,67.71428571428572,66.85714285714286,68.28571428571428,67.42857142857143,66.85714285714286,67.14285714285714,68.0,68.85714285714286,70.85714285714285,70.57142857142857,70.0,69.71428571428572,69.42857142857143,69.71428571428572,68.85714285714286,68.28571428571428,68.0,68.0,68.57142857142857,68.28571428571428,68.28571428571428,67.42857142857143
